ID,Year_Birth,Education,Marital_Status,Income,Kidhome,Teenhome,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,Revenue
8916,1975,Graduation,Divorced,36627,2,0,78,9,1,5,0,0,1,1,0,0,3,5,30
8017,1981,2n Cycle,Married,51111,1,1,83,22,0,19,6,5,3,2,2,0,3,6,30
5830,1972,PhD,Single,86857,0,0,96,899,102,838,133,102,40,1,5,6,10,2,326
4597,1970,PhD,Together,82072,0,0,67,889,55,685,168,92,129,1,3,2,13,1,329
7023,1953,PhD,Single,46231,2,1,87,189,2,55,0,5,12,4,6,1,4,9,47
8086,1959,Graduation,Married,42243,1,1,34,48,0,2,0,0,5,2,2,0,3,7,30
8825,1962,Graduation,Together,51195,1,1,46,230,14,156,82,24,58,8,9,2,5,8,59
2930,1978,Master,Single,68092,0,0,7,852,60,207,78,36,48,2,2,6,10,5,254
1928,1973,Graduation,Married,31814,1,0,73,35,3,20,4,1,20,2,2,0,3,9,30
7108,1965,Master,Widow,51390,1,1,54,205,20,47,23,2,56,6,5,2,5,5,52
10925,1983,Graduation,Married,76630,0,0,93,255,31,446,40,56,175,1,3,10,11,1,100
9960,1991,Basic,Single,26868,1,0,52,0,0,1,8,3,2,1,1,0,2,7,30
8800,1943,PhD,Divorced,48948,0,0,53,437,8,206,160,49,42,2,7,10,5,6,113
9224,1972,PhD,Single,55260,0,1,81,825,8,53,11,0,242,2,8,10,5,6,195
5519,1956,Graduation,Together,64090,0,1,8,316,58,161,76,51,135,1,6,9,4,5,78
5046,1958,Graduation,Divorced,78331,0,1,97,756,138,354,160,169,61,2,10,6,7,4,240
7037,1974,PhD,Married,37087,1,0,50,194,55,134,15,0,3,3,4,2,8,6,53
905,1986,Graduation,Divorced,21846,1,0,38,7,17,18,6,10,26,4,4,0,3,8,30
8624,1958,Graduation,Married,81320,0,0,61,183,33,493,59,103,57,1,4,3,10,2,67
8945,1970,Graduation,Divorced,54137,0,1,46,171,0,11,0,1,20,2,4,1,4,6,30
6445,1967,Graduation,Together,66825,0,0,73,243,101,405,29,40,40,1,4,5,6,2,66
2727,1973,Graduation,Together,57100,0,0,19,181,21,69,39,3,96,1,3,3,6,3,67
6404,1969,Graduation,Together,58917,1,2,10,151,7,89,0,7,28,5,4,1,6,5,40
11074,1977,Graduation,Single,85072,0,0,94,494,92,391,194,11,241,1,3,4,10,0,169
10150,1961,Graduation,Single,86429,0,0,10,464,28,873,29,18,37,0,7,4,7,2,133
1968,1971,Graduation,Widow,45684,1,0,37,5,1,5,10,0,7,1,1,0,2,7,30
6534,1974,Graduation,Together,47889,1,0,94,29,0,29,0,5,4,1,2,0,3,5,30
9485,1986,PhD,Married,45921,0,0,23,102,9,49,24,3,12,1,2,1,6,4,62
7053,1966,PhD,Single,78420,0,0,75,604,28,674,91,28,28,1,3,10,8,1,183
4654,1992,Graduation,Together,75114,0,0,40,571,12,523,63,60,24,1,3,10,5,2,176
9760,1963,PhD,Widow,52278,0,1,24,953,0,71,0,0,174,6,10,5,10,8,204
1048,1972,Master,Married,35641,1,0,11,63,3,67,8,9,28,2,3,1,4,7,41
10619,1994,Graduation,Single,95529,0,0,29,770,29,890,250,27,24,1,7,3,7,3,293
9308,1954,Graduation,Married,62820,0,0,51,398,61,265,138,61,53,1,3,4,6,1,106
10505,1960,Master,Together,73113,0,0,86,741,19,154,50,9,28,1,3,4,7,2,229
8362,1982,PhD,Married,84169,0,0,9,1478,19,403,0,19,0,1,7,6,6,3,502
2625,1954,2n Cycle,Single,42607,0,1,30,156,29,56,30,32,47,2,3,2,7,3,30
4637,1954,PhD,Single,74637,0,0,73,960,64,464,146,0,16,1,6,9,9,3,291
9972,1955,PhD,Together,46015,1,1,25,38,0,2,0,0,6,1,1,0,3,7,30
4483,1993,Graduation,Single,72354,0,0,67,315,26,473,220,12,182,1,2,10,6,1,71
4487,1969,Master,Single,39858,1,0,67,15,20,25,2,7,26,1,2,0,4,6,30
4988,1948,PhD,Married,34469,1,1,58,19,6,20,0,5,12,3,1,1,4,4,30
8931,1986,Graduation,Together,83033,1,0,82,812,99,431,237,149,33,1,11,4,10,5,294
5871,1979,Master,Together,24401,0,0,98,73,28,217,10,24,115,3,6,1,6,8,30
2008,1978,Graduation,Married,77583,0,0,93,372,23,384,250,12,108,1,4,5,9,2,104
3139,1982,2n Cycle,Single,74116,0,0,53,871,111,704,145,55,166,1,4,4,10,2,266
10037,1993,Graduation,Single,74293,0,0,66,375,152,335,93,91,81,1,5,4,6,2,143
10673,1976,PhD,Married,68397,0,1,6,760,80,466,17,13,80,1,6,9,5,3,207
5303,1974,PhD,Together,79632,0,0,42,471,0,510,99,21,12,1,6,4,9,2,139
538,1989,Graduation,Single,46107,1,0,78,31,9,27,16,9,33,1,1,1,4,3,43
7922,1951,PhD,Single,64950,0,1,29,819,0,72,12,0,63,2,11,2,10,7,184
5692,1989,Basic,Married,25443,1,0,82,1,4,3,8,9,7,1,1,0,3,8,44
4843,1952,Graduation,Single,75127,0,0,92,203,35,305,46,17,227,1,2,11,5,1,70
6383,1971,PhD,Together,32892,1,0,78,26,0,15,2,1,2,2,3,0,3,8,30
1628,1971,Graduation,Together,71796,0,0,54,354,21,311,167,75,32,1,9,3,4,4,81
1204,1970,PhD,Married,67536,0,1,45,1253,0,447,23,71,35,3,11,5,11,8,353
3673,1971,Graduation,Single,55239,0,1,59,371,17,238,23,24,106,3,7,5,11,5,87
760,1975,PhD,Divorced,60554,1,0,8,588,7,76,110,15,15,2,8,4,9,6,131
8957,1952,2n Cycle,Single,64831,1,1,51,480,86,249,75,86,144,8,6,3,5,6,99
4128,1962,PhD,Together,56067,0,1,51,517,12,54,16,6,120,2,7,4,7,5,134
6810,1983,Graduation,Divorced,82025,0,0,76,267,98,606,48,70,98,1,3,2,6,1,101
5386,1953,Graduation,Together,94384,0,0,62,1111,24,790,160,45,172,0,5,8,5,2,418
8700,1986,Basic,Single,14906,0,0,86,7,7,14,7,16,15,3,2,1,3,7,37
3202,1987,PhD,Married,51563,0,0,60,1166,0,48,0,0,36,1,4,4,10,8,219
1328,1982,2n Cycle,Married,57937,0,1,56,261,42,144,55,48,133,3,4,4,9,3,30
8405,1979,Graduation,Divorced,68274,1,1,83,135,25,51,23,25,46,2,4,2,5,3,30
6515,1977,Graduation,Together,39771,1,0,92,6,2,18,2,8,14,1,2,0,3,4,30
2882,1975,2n Cycle,Divorced,67893,0,1,31,711,28,142,49,18,47,2,3,2,9,8,198
7574,1979,PhD,Together,27922,1,0,80,11,0,13,2,4,11,1,2,0,3,4,30
6387,1976,PhD,Together,52190,1,1,39,42,0,17,0,0,18,3,2,1,3,5,30
5320,1973,Master,Divorced,44051,1,1,20,79,7,58,6,3,18,4,3,1,4,6,30
5048,1971,PhD,Single,42767,2,0,53,20,6,43,19,5,38,1,3,1,2,8,32
8146,1976,Master,Together,46106,1,1,84,30,0,8,2,0,14,1,1,1,2,6,30
10031,1976,PhD,Married,16927,1,1,50,20,2,23,3,1,4,5,3,0,4,8,30
5748,1965,Graduation,Married,59754,0,1,96,115,27,44,4,146,139,3,5,2,6,5,34
2134,1952,Graduation,Single,53700,0,1,94,263,5,233,69,41,83,4,5,5,8,5,66
1523,1973,Graduation,Married,59041,1,1,25,69,2,15,2,2,6,2,2,0,4,5,30
9665,1957,PhD,Divorced,54237,0,1,48,267,3,30,4,0,57,4,5,2,5,6,67
4640,1967,Graduation,Divorced,70647,0,1,65,561,85,171,25,123,114,2,4,7,13,2,172
3635,1962,PhD,Single,52597,0,1,69,492,0,37,7,0,42,3,6,3,8,5,130
3547,1969,Master,Together,41021,1,0,12,14,7,9,6,16,12,2,2,0,3,6,30
2456,1975,PhD,Married,40233,0,1,84,80,4,46,0,17,2,5,2,1,5,6,30
5633,1980,Graduation,Married,50183,1,1,47,97,12,84,13,10,15,7,3,1,6,5,30
7801,1959,Graduation,Together,54753,0,1,87,197,107,227,7,59,131,3,5,2,11,4,72
10489,1973,Graduation,Married,92955,0,0,35,693,21,925,31,24,84,1,6,7,9,2,244
7011,1973,Graduation,Married,33471,1,0,47,43,2,27,0,9,12,3,3,0,4,7,42
2620,1974,PhD,Married,34596,1,0,48,14,0,2,0,0,7,1,1,0,2,8,30
3933,1980,Graduation,Together,44010,1,0,46,186,36,234,86,72,48,6,10,2,6,9,30
10981,1988,Graduation,Married,84219,0,0,27,434,137,400,45,137,45,1,3,4,10,1,149
1734,1968,PhD,Together,40706,2,1,37,59,0,11,4,2,5,4,3,0,4,7,30
10995,1988,2n Cycle,Married,15716,1,0,8,16,5,30,8,7,26,3,3,0,4,8,30
6357,1959,2n Cycle,Divorced,59052,0,1,29,230,35,75,63,57,31,3,7,1,7,5,41
9209,1971,Master,Together,80573,0,0,85,829,138,430,60,92,15,1,4,6,13,2,258
10286,1962,Graduation,Married,83715,0,0,2,318,8,407,150,35,8,1,2,8,13,0,69
2611,1959,Master,Together,82576,0,0,66,1206,55,445,168,18,18,1,2,4,12,1,389
1600,1965,Master,Married,56962,2,1,60,292,3,77,10,3,26,7,6,3,5,7,30
3308,1952,Graduation,Married,35704,1,1,54,30,9,12,2,11,30,3,2,0,4,4,30
5407,1954,Graduation,Together,53103,0,1,70,729,17,133,11,0,195,5,10,6,7,7,170
2166,1960,2n Cycle,Widow,46779,1,1,55,12,1,3,0,0,7,1,0,1,2,4,30
3955,1965,Graduation,Divorced,4861,0,0,20,2,1,1,1,0,1,0,0,0,0,14,30
6634,1979,Master,Divorced,33462,1,0,78,22,3,18,0,0,11,1,2,0,3,7,30
3056,1978,Graduation,Divorced,63693,0,1,63,587,43,337,42,87,54,3,11,6,9,6,149
5718,1950,Graduation,Married,80763,0,0,17,674,168,108,192,42,231,1,5,11,6,3,218
6872,1974,PhD,Married,65352,0,1,43,284,3,84,4,7,23,2,4,2,8,4,51
8164,1978,PhD,Married,82170,0,0,13,1023,93,651,49,55,37,1,5,6,7,2,366
4580,1969,Graduation,Married,75759,0,0,46,1394,22,708,89,91,182,1,9,7,9,5,440
9305,1976,2n Cycle,Single,79689,0,0,65,311,26,640,180,37,121,1,4,9,13,2,95
453,1956,PhD,Widow,35340,1,1,1,27,0,12,0,1,5,2,2,0,3,5,30
8545,1954,Graduation,Divorced,85683,0,0,6,1296,17,311,45,69,51,1,2,4,10,1,449
9850,1972,2n Cycle,Married,24884,1,0,32,3,6,7,0,0,3,1,0,0,3,7,40
7378,1981,Master,Together,42021,1,0,34,393,5,136,7,5,27,5,10,1,6,9,61
7646,1989,Graduation,Single,64449,1,0,70,218,63,282,137,35,70,4,5,3,12,4,43
1640,1954,Graduation,Divorced,64587,1,1,49,66,0,16,0,6,20,2,1,1,4,3,30
5184,1995,Graduation,Single,34824,0,0,65,4,2,11,2,0,4,1,1,0,2,6,30
8492,1978,Graduation,Together,75437,0,0,25,795,0,545,95,58,0,1,8,4,10,6,276
11188,1957,Graduation,Together,26091,1,1,84,15,10,19,8,17,20,3,2,1,3,5,30
1212,1973,Graduation,Married,52845,1,0,7,384,25,292,130,41,64,3,8,8,6,6,70
9097,1956,Graduation,Divorced,46086,0,1,34,244,8,32,7,2,50,4,3,1,8,4,57
10473,1956,PhD,Widow,78028,0,1,38,158,19,288,25,0,38,1,6,4,9,7,77
7962,1987,PhD,Single,95169,0,0,1,1285,21,449,106,20,20,1,4,3,4,1,508
9984,1981,2n Cycle,Married,56337,1,1,25,349,16,144,28,5,182,5,8,5,4,8,80
5527,1987,Graduation,Together,22434,1,0,25,4,12,11,3,13,15,2,2,0,3,8,30
6374,1954,PhD,Married,36930,0,1,50,223,2,31,0,2,39,5,5,2,4,8,47
7453,1954,Graduation,Single,36130,0,1,46,157,43,127,68,56,37,6,3,8,4,4,31
8952,1953,Master,Married,65569,0,1,96,397,46,288,20,38,70,2,6,5,10,3,122
241,1952,Graduation,Together,83844,0,0,57,901,31,345,75,31,191,1,4,4,11,1,315
8975,1968,Graduation,Married,19514,1,1,47,14,3,21,2,1,28,4,3,1,2,8,30
6119,1963,PhD,Single,36736,1,1,52,10,0,3,0,0,4,1,1,0,2,6,30
5236,1979,Graduation,Together,77568,0,1,30,1230,0,396,232,178,158,1,10,2,8,5,408
5723,1976,PhD,Together,49187,0,1,63,81,1,31,2,1,0,1,1,1,5,2,30
1710,1978,Graduation,Single,30168,1,0,51,154,20,66,0,12,27,7,6,1,4,9,60
1970,1968,Master,Together,34053,0,1,14,63,0,21,7,0,12,1,3,0,3,8,30
5313,1971,Master,Married,38196,1,1,20,30,0,11,0,0,3,3,2,0,4,5,39
10634,1951,Master,Married,59412,0,0,56,90,67,165,30,43,11,1,4,2,8,3,30
7010,1965,2n Cycle,Married,70924,0,0,41,635,114,254,132,152,76,1,6,6,7,3,167
8562,1969,Graduation,Together,54165,0,0,72,127,4,73,15,6,11,1,2,1,7,2,30
3158,1973,Graduation,Married,32300,1,0,1,13,3,6,6,5,6,1,1,0,3,8,30
4436,1976,Graduation,Single,20180,0,0,27,18,42,24,15,20,18,1,2,1,4,7,30
5287,1973,Graduation,Married,34961,1,0,77,45,2,26,4,1,1,3,3,1,3,7,30
2445,1974,PhD,Together,28440,1,0,87,38,1,24,0,0,0,1,2,0,3,8,30
6059,1953,PhD,Together,64504,1,2,81,986,36,168,16,0,108,7,11,3,4,7,254
4550,1966,Master,Together,33564,0,1,51,61,0,3,0,0,7,1,1,1,3,5,51
4240,1978,Graduation,Married,17345,1,0,79,4,9,16,17,0,12,2,2,1,2,8,35
8911,1967,PhD,Married,56320,0,1,11,201,53,172,116,77,83,3,5,4,9,4,54
3706,1978,Graduation,Single,28647,1,0,54,19,8,29,0,12,26,1,2,2,2,7,30
3628,1987,Basic,Single,15038,1,0,93,4,8,11,19,12,26,2,2,1,2,9,30
10175,1958,PhD,Divorced,32173,0,1,0,18,0,2,0,0,2,1,1,0,3,4,30
8985,1964,2n Cycle,Together,68316,0,1,54,806,80,161,120,11,33,5,10,7,10,6,200
5204,1971,Graduation,Together,74538,0,0,21,380,98,733,110,112,28,1,8,8,5,3,108
9220,1971,Graduation,Single,91700,0,0,58,576,172,961,125,115,19,1,8,6,5,3,178
9888,1969,Graduation,Together,68695,0,0,3,458,81,356,106,50,40,1,4,4,7,2,134
5263,1977,2n Cycle,Married,31056,1,0,99,5,10,13,3,8,16,1,1,0,3,8,30
1020,1973,Graduation,Married,79593,0,0,70,350,60,568,110,133,145,1,5,6,7,2,102
9503,1980,Graduation,Single,28071,0,0,65,39,33,130,41,26,44,2,5,1,5,8,36
10613,1958,PhD,Together,37334,1,1,44,26,1,16,2,2,15,4,3,0,4,4,30
67,1972,Master,Single,46423,1,1,6,68,0,16,0,0,8,3,2,0,4,7,30
6019,1971,PhD,Married,37126,1,0,9,45,3,9,4,4,7,1,1,2,2,6,30
5863,1953,Graduation,Married,47703,0,1,95,359,0,134,13,26,123,4,6,3,8,5,90
3717,1959,Graduation,Married,61180,0,1,70,403,24,29,6,24,218,2,5,5,6,3,132
6730,1954,Graduation,Married,38998,1,1,92,34,1,14,0,0,5,3,2,0,3,8,30
10749,1991,Graduation,Single,8028,0,0,62,73,18,66,7,12,2,15,0,1,0,19,30
4998,1962,Graduation,Together,76081,0,0,85,292,30,415,63,33,200,1,4,5,4,2,88
6287,1986,Graduation,Together,34728,1,0,2,14,0,16,0,0,6,1,1,1,2,6,30
5985,1965,Master,Single,33168,0,1,0,80,1,37,0,1,3,3,2,1,4,7,30
4754,1966,Master,Married,33585,0,1,91,30,11,33,13,6,29,1,2,0,4,4,30
4002,1960,PhD,Married,77037,0,1,3,463,96,333,168,53,10,1,7,7,12,3,111
8870,1984,Graduation,Together,35196,1,0,68,75,12,141,43,39,187,6,6,1,5,8,40
966,1966,Graduation,Married,44529,0,1,98,538,13,91,17,6,26,6,6,2,11,5,124
4767,1965,2n Cycle,Married,70924,0,0,41,635,114,254,132,152,76,1,6,6,7,3,168
9725,1966,PhD,Together,28764,1,1,16,8,0,3,0,0,1,1,1,0,2,8,30
4475,1949,PhD,Married,69098,0,0,82,1315,22,780,145,0,178,1,7,8,9,5,374
5740,1970,2n Cycle,Divorced,25959,1,1,1,4,2,12,7,5,26,2,1,2,2,6,30
5731,1983,Master,Married,27100,1,0,64,12,0,13,2,0,10,1,1,0,3,7,30
7290,1985,Graduation,Single,70596,0,0,68,347,44,534,17,0,26,1,3,5,12,2,85
3846,1974,Graduation,Married,42557,0,1,98,192,5,53,0,5,15,4,6,1,4,8,32
8104,1951,PhD,Married,53312,0,0,32,241,0,12,0,0,25,1,5,1,5,7,75
4507,1952,Graduation,Single,72228,0,0,87,631,28,491,30,14,56,1,6,7,8,3,193
11013,1987,Graduation,Together,67605,0,0,84,336,28,282,184,54,54,1,2,8,6,1,84
4491,1949,Master,Married,62845,1,1,3,1099,0,45,0,0,34,11,3,4,10,8,292
3759,1958,Graduation,Together,65196,0,2,34,743,19,181,12,0,200,2,7,6,11,5,137
1162,1987,PhD,Single,42000,0,0,23,124,83,267,85,59,35,2,5,2,11,5,44
2055,1973,PhD,Divorced,35860,1,1,37,15,0,8,4,2,20,2,1,1,2,5,33
10766,1964,PhD,Married,65526,0,1,22,397,19,69,12,0,9,1,4,4,8,2,97
4415,1961,Graduation,Married,16860,1,1,19,10,4,4,3,3,14,3,1,1,3,7,30
3005,1992,Graduation,Single,83528,0,0,7,530,117,678,134,44,147,1,4,10,8,1,151
2223,1965,2n Cycle,Divorced,64176,0,1,52,1215,33,249,64,116,149,8,8,9,8,6,335
4817,1956,Graduation,Divorced,22304,0,0,91,3,2,7,0,4,2,1,1,0,2,8,30
2875,1978,Graduation,Married,67023,0,0,93,444,44,382,11,8,17,1,3,7,13,2,126
10536,1971,PhD,Together,32892,1,0,78,26,0,15,2,1,2,2,3,0,3,8,30
11112,1966,Graduation,Together,70713,0,1,23,736,114,279,82,76,190,6,5,6,8,3,218
3807,1955,Graduation,Together,59925,0,1,83,473,21,176,19,21,56,3,9,2,9,6,115
9197,1953,Graduation,Married,39722,0,1,92,32,0,5,2,0,8,2,2,0,3,5,30
10832,1958,Graduation,Together,46610,0,0,4,288,10,30,4,10,125,1,6,1,6,6,74
6421,1961,Graduation,Together,88347,0,0,32,1050,178,555,77,138,118,1,4,7,9,1,361
4207,1981,PhD,Married,87171,0,0,27,1001,44,107,58,44,44,1,6,7,11,2,318
577,1976,2n Cycle,Together,26907,1,1,10,9,1,7,0,3,2,2,1,0,3,7,30
10855,1968,Master,Single,50014,1,0,9,234,14,77,19,10,42,2,4,1,8,5,77
3081,1978,PhD,Married,41014,1,0,65,7,2,6,2,0,3,1,1,0,2,7,30
3535,1965,Graduation,Single,66294,0,0,68,251,108,334,65,92,117,1,4,3,5,2,60
247,1971,Graduation,Married,36715,1,0,16,172,10,125,21,13,16,6,7,2,4,9,30
8707,1956,Graduation,Married,79456,0,0,12,565,42,548,64,83,99,1,5,6,4,3,173
9523,1982,Graduation,Together,40479,1,0,95,5,0,8,2,0,0,1,0,0,3,4,42
6072,1970,Master,Single,75345,0,0,16,918,57,842,99,38,133,1,5,8,6,3,284
6295,1977,Graduation,Married,54233,0,1,46,652,8,158,21,0,142,4,11,6,5,8,150
10914,1970,Graduation,Single,24163,1,1,3,4,1,7,2,1,2,2,1,0,3,4,30
1509,1958,PhD,Together,84460,0,0,80,152,27,103,106,54,81,0,9,9,4,5,56
5577,1983,Graduation,Together,43776,1,0,77,8,0,9,2,1,3,1,1,0,2,6,30
7348,1958,PhD,Single,71691,0,0,0,336,130,411,240,32,43,1,4,7,5,2,93
1127,1973,PhD,Married,85844,0,0,62,938,19,843,25,95,38,1,6,6,7,2,321
1833,1974,PhD,Single,39190,1,0,91,68,8,18,19,8,12,2,2,1,4,5,30
4944,1959,Graduation,Together,71367,0,0,24,227,23,389,42,21,75,1,4,5,7,2,80
9080,1972,PhD,Single,38578,1,1,2,38,4,22,3,3,3,3,3,0,3,8,30
6466,1965,PhD,Married,57236,1,1,22,105,0,9,2,1,4,3,2,1,4,3,39
9964,1979,Graduation,Single,61825,0,1,56,162,50,100,55,30,27,1,4,2,8,4,39
4790,1958,Graduation,Divorced,79803,0,1,54,574,8,216,21,16,33,1,4,3,5,1,185
10245,1986,2n Cycle,Single,80910,0,0,71,160,80,369,67,39,41,1,3,3,8,1,30
1109,1982,Master,Together,27590,1,0,38,6,0,5,0,0,1,1,1,0,2,7,30
6001,1979,Graduation,Married,56775,0,1,62,614,35,160,58,35,35,2,5,8,10,5,147
5538,1975,Graduation,Divorced,83829,0,0,78,897,161,430,186,161,27,0,4,7,6,1,321
10552,1979,2n Cycle,Married,54210,0,1,18,70,54,109,80,9,45,2,4,1,7,5,43
1545,1986,Graduation,Married,38508,1,0,95,120,19,206,25,19,54,6,7,2,5,8,60
7409,1970,Graduation,Together,53187,1,0,66,211,2,30,7,7,10,2,4,1,6,5,42
4444,1972,Graduation,Married,30023,1,0,28,11,0,16,7,6,21,1,2,0,3,8,30
146,1960,PhD,Single,76045,0,0,78,760,53,400,17,93,0,1,4,5,11,2,211
6271,1952,PhD,Married,50870,0,1,13,53,0,8,0,0,2,1,2,0,3,5,30
10065,1970,2n Cycle,Married,15315,0,0,27,7,4,13,15,8,17,2,2,0,4,5,30
4741,1974,2n Cycle,Married,65463,1,0,17,391,32,70,21,32,16,2,6,2,9,5,90
246,1965,Graduation,Married,66480,1,1,71,199,9,57,20,21,6,7,4,1,7,4,91
375,1954,Graduation,Divorced,76773,0,0,79,516,56,449,86,33,16,1,2,2,11,1,155
1524,1983,2n Cycle,Single,81698,0,0,1,709,45,115,30,160,45,1,8,2,5,5,236
10022,1973,PhD,Single,54466,1,1,78,12,0,4,0,0,0,1,1,0,2,5,30
7451,1960,Master,Single,98777,0,0,23,1000,19,711,125,115,38,0,4,6,9,1,405
11010,1984,PhD,Single,16269,1,0,75,19,3,18,3,1,0,3,3,0,3,8,30
4356,1971,Graduation,Together,71819,0,1,70,1224,28,140,0,14,168,3,3,3,5,6,359
3885,1983,PhD,Married,33569,1,0,10,16,2,18,3,0,24,1,1,1,2,8,50
1175,1983,Master,Married,36262,0,0,24,88,39,54,64,28,153,1,3,5,3,6,30
880,1966,Basic,Together,22634,0,0,47,2,23,11,8,6,46,1,2,1,2,8,30
2320,1978,2n Cycle,Married,47025,0,1,98,508,11,59,23,5,29,5,11,1,6,9,117
850,1968,Graduation,Single,70566,0,1,4,381,28,215,84,28,21,2,6,5,9,3,130
4713,1979,PhD,Married,31605,1,0,15,74,0,42,2,1,6,2,2,1,4,7,33
675,1973,Master,Divorced,52034,1,1,67,146,0,93,7,13,73,5,4,2,5,7,43
5025,1979,Graduation,Single,48526,1,0,32,23,17,23,43,20,9,1,2,1,4,3,30
2308,1954,Graduation,Married,46734,0,1,40,110,5,137,26,23,29,2,6,1,5,7,53
5995,1962,Graduation,Divorced,39552,1,1,54,165,3,147,4,24,41,7,6,2,5,8,30
6749,1966,Graduation,Single,86358,1,1,78,957,47,494,82,47,95,4,5,3,6,8,337
1010,1977,Graduation,Together,46931,2,1,94,41,0,17,3,1,16,2,1,1,3,3,30
8977,1985,Basic,Single,16581,0,0,51,1,3,4,2,3,11,1,0,0,3,4,30
4756,1952,2n Cycle,Divorced,63998,0,0,42,176,29,818,0,33,112,1,7,6,11,4,52
3412,1951,Master,Married,67381,0,1,67,815,8,53,11,0,70,4,2,2,9,7,226
606,1967,Graduation,Single,25930,1,1,87,6,1,2,2,0,4,1,1,0,2,7,30
5961,1978,Graduation,Married,42693,1,0,29,8,4,20,6,3,16,1,1,0,3,5,34
2975,1976,Graduation,Together,85606,0,1,89,717,42,864,219,30,84,2,6,7,9,3,255
2894,1985,Graduation,Single,72903,0,0,74,1067,138,750,0,19,39,1,7,5,8,4,306
7613,1974,2n Cycle,Together,49669,1,0,97,166,5,107,11,8,29,2,5,1,6,6,52
10542,1968,PhD,Married,36778,1,1,63,29,4,34,2,4,4,3,3,0,3,9,30
8015,1962,PhD,Divorced,85696,0,0,88,714,76,395,116,0,12,1,4,6,9,1,220
10617,1989,Master,Divorced,10979,0,0,34,8,4,10,2,2,4,2,3,0,3,5,30
11166,1961,Graduation,Married,49678,0,1,81,229,5,56,3,2,20,2,6,2,4,7,60
849,1953,Master,Together,56129,0,1,65,320,48,133,39,72,48,4,6,2,10,4,66
523,1989,Graduation,Married,37155,1,0,51,23,0,26,7,15,3,1,2,0,4,5,31
4066,1978,2n Cycle,Divorced,21282,1,0,76,1,5,8,4,8,20,2,2,1,2,6,30
8414,1962,PhD,Single,33419,0,1,76,56,0,12,0,0,18,2,2,0,4,7,30
819,1945,Graduation,Widow,63285,0,0,84,508,124,249,50,38,134,1,6,5,13,3,125
4961,1974,Master,Together,21255,1,0,56,29,0,25,2,2,3,4,2,1,4,4,30
749,1981,Graduation,Together,42162,1,0,31,46,7,59,2,4,27,2,3,1,3,6,30
5430,1956,Graduation,Together,54450,1,1,0,454,0,171,8,19,32,12,9,2,8,8,70
7755,1954,PhD,Married,57744,0,1,91,350,3,39,0,0,19,2,9,1,4,8,113
10525,1986,Graduation,Single,26576,1,0,40,10,0,8,0,0,9,1,1,0,2,9,30
1453,1943,PhD,Widow,57513,0,0,59,735,40,183,52,20,30,2,9,3,13,6,149
8310,1964,Graduation,Together,68142,0,1,96,897,126,196,91,112,37,3,10,4,7,6,202
10710,1979,Graduation,Married,7500,0,1,61,5,2,3,3,0,5,1,1,0,2,8,30
5031,1974,Graduation,Together,83145,0,0,14,777,35,731,39,137,114,1,5,9,11,2,232
2613,1960,Master,Married,54197,0,1,16,162,6,37,6,13,13,2,1,3,6,1,68
213,1963,PhD,Single,23091,1,1,98,35,0,11,0,0,2,4,2,1,3,7,30
967,1976,Graduation,Married,46049,1,1,11,342,9,112,19,14,19,10,5,2,9,7,49
1077,1974,Graduation,Together,56715,0,0,52,258,105,239,237,172,9,1,7,3,4,4,104
7959,1961,Graduation,Married,79410,0,0,19,658,80,483,123,13,13,1,3,2,5,1,229
640,1951,Graduation,Married,57304,0,1,61,356,80,329,138,17,106,2,7,6,10,5,75
4252,1965,Graduation,Married,44375,0,1,73,213,5,28,7,7,41,1,4,1,6,5,30
8432,1956,Graduation,Together,54450,1,1,0,454,0,171,8,19,32,12,9,2,8,8,145
6218,1965,Graduation,Married,59594,0,1,74,457,4,29,0,0,9,1,8,1,7,7,81
6905,1994,Graduation,Together,80685,0,0,55,241,45,604,34,26,54,1,6,4,10,2,45
5922,1974,PhD,Married,40344,0,1,48,210,0,6,0,0,2,2,4,1,5,7,54
3598,1972,Graduation,Married,62710,0,1,53,441,35,83,7,29,11,4,4,2,12,4,160
6116,1968,2n Cycle,Married,48985,0,1,13,19,13,18,10,7,8,1,1,1,3,3,32
6263,1968,Graduation,Together,35322,1,2,34,28,9,37,12,7,13,3,2,0,4,8,30
10486,1948,Graduation,Married,77142,0,0,54,476,75,162,29,151,97,1,4,4,8,2,159
2410,1969,Graduation,Single,81657,0,0,69,364,40,425,158,60,50,1,3,4,8,1,136
193,1996,Basic,Married,14421,0,0,81,0,0,2,3,3,8,1,1,0,2,5,30
3363,1974,2n Cycle,Married,20130,0,0,99,0,6,3,7,6,12,1,1,0,3,8,30
8278,1990,PhD,Married,74214,0,0,3,863,83,547,86,99,33,1,8,2,5,5,258
10660,1957,Master,Married,66726,1,1,61,349,7,35,0,0,47,3,8,2,4,7,92
8686,1979,Basic,Together,23724,1,0,65,5,23,15,0,18,14,2,2,0,3,8,30
1604,1960,Master,Married,47353,0,1,93,184,2,19,8,8,4,3,2,2,6,5,30
5907,1952,Master,Married,33444,1,1,24,8,0,8,0,0,2,1,1,0,2,8,33
